Object Name,Game Location,Pixel Sprite (in-game),Description of the Object in the Real World (and its meaning for knowledge and culture),Connection to TOK Knowledge Questions (with suggested answers and reasons),Learn More (MLA),"Components When Dissected (claims, fact, materials)",Icon,Rarity,Concept,Framework Element,Subject,In-Game Effect,Sprite Template,Object ID
"'The Gerry-Mander' District Cartoon, Boston, 1812",The Aggregate: first-win reward of the Boundary Maze trial,Generated in-game (template: banner),"In 1812 Massachusetts redrew a senate district into a long, twisted shape to help the ruling party. A newspaper mocked it as the Gerry-mander after Governor Elbridge Gerry. The word still names maps bent for party gain.","KQ: Who truly chooses when leaders draw their own voting maps?

Suggested answer 1: Shaped lines can pick the winner. The 1812 map bent a district like a salamander, so the party chose its voters first.

Suggested answer 2: Voters keep some counter-power. Courts and anger can redraw maps, so a clever line rules only until people fight it.","""Gerrymandering."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Gerrymandering.","Claim card 1: Shaped lines can pick the winner. | Claim card 2: Voters keep some counter-power. | Fact card: In 1812 Massachusetts redrew a senate district into a long, twisted shape to help the ruling party. | Materials: 2 Cloth, 1 Cord",🦎,Common,Power,Scope,Global Politics,On finding: +10 Power insight,banner,r66_054
"Hollerith Census Punch Card, United States, 1890","The Exchange stall (delivered from The Aggregate), about 50 lumens",Generated in-game (template: letter),"Herman Hollerith built a punch-card machine to tally the 1890 United States census. Clerks punched holes for each person's traits, and machines counted them. The method sped the census and seeded the future computer industry.","KQ: What do we gain and lose when we turn people into punched holes?

Suggested answer 1: Cards can count a nation fast. Machines read the holes in weeks, so the census freed itself from years of hand tallies.

Suggested answer 2: Holes strip away the person. A card keeps age and race, not a life, so speed came at the cost of every story behind it.","""Herman Hollerith."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Herman_Hollerith.","Claim card 1: Cards can count a nation fast. | Claim card 2: Holes strip away the person. | Fact card: Herman Hollerith built a punch-card machine to tally the 1890 United States census. | Materials: 2 Paper, 1 Charcoal",🕳️,Common,Objectivity,Methods and Tools,Computer Science,On finding: +10 Objectivity insight,letter,r66_055
"Lone Dog's Winter Count, Lakota, 1801 to 1876",The Grand Historian's Study: given by Keeper Tasunka after an exchange,Generated in-game (template: banner),"Lakota keepers recorded history on winter counts, hides marked with one picture per year. Lone Dog's count runs from about 1801 to 1876. Each symbol named one event the community picked to remember each winter.","KQ: How does a people choose the one image to name a whole year?

Suggested answer 1: A single sign can anchor memory. Each year got one picture for its biggest event, so the hide holds a shared timeline.

Suggested answer 2: One image leaves much out. A quiet year still mattered to someone, so the count records the group, not each life.","""Winter count."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Winter_count.","Claim card 1: A single sign can anchor memory. | Claim card 2: One image leaves much out. | Fact card: Lakota keepers recorded history on winter counts, hides marked with one picture per year. | Materials: 2 Cloth, 1 Charcoal",🦬,Legendary,Culture,Methods and Tools,History,Carried: grants the Echo ability,banner,r66_056
"The Dresden Codex, Maya, c. 1200 to 1250",Maya Lowlands: in the open (Field Search or floor pickup),Generated in-game (template: book),The Dresden Codex is a Maya book of bark paper from about 1200 to 1250. Its pages track the movements of Venus and predict eclipses. The tables show Maya astronomers reached high precision without telescopes.,"KQ: How far can old star tables predict the sky for us today?

Suggested answer 1: Careful counts can reach the future. Maya scribes tracked Venus for centuries, so the tables still forecast its cycle.

Suggested answer 2: A model can drift from the sky. Small errors grow over ages, so priests corrected the count to keep it true.","""Dresden Codex."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Dresden_Codex.","Claim card 1: Careful counts can reach the future. | Claim card 2: A model can drift from the sky. | Fact card: The Dresden Codex is a Maya book of bark paper from about 1200 to 1250. | Materials: 2 Paper, 1 Charcoal",📙,Common,Explanation,Methods and Tools,Physics,On finding: +12 Explanation insight,book,r66_057
"Haida Totem Pole, Haida Gwaii, 19th Century","The Exchange stall (delivered from The Painted Cave), about 70 lumens",Generated in-game (template: statue),"Haida carvers on the Northwest Coast raised totem poles of red cedar. Stacked figures showed family crests, rights, and stories. Colonial bans and collectors removed many poles in the 19th and early 20th centuries.","KQ: Can an object tell a family's history without a single written word?

Suggested answer 1: Carved figures can hold a lineage. Each crest marks a clan and its rights, so the pole records descent in cedar.

Suggested answer 2: Outsiders may misread the signs. A tourist sees art, not law, so meaning depends on knowing the community's code.","""Totem pole."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Totem_pole.","Claim card 1: Carved figures can hold a lineage. | Claim card 2: Outsiders may misread the signs. | Fact card: Haida carvers on the Northwest Coast raised totem poles of red cedar. | Materials: 2 Stone, 1 Cord",🗿,Rare,Culture,Perspectives,Visual Arts,Carried: +2 Vigor for trials,statue,r66_058
"Treaty of Waitangi, New Zealand, 1840",Wayfinder's Ocean: given by Interpreter Aroha after an exchange,Generated in-game (template: pen),"British officials and Maori chiefs signed the Treaty of Waitangi in 1840. The English and Maori texts differ on who gave up power. New Zealand still debates the treaty, and a tribunal hears claims under it today.","KQ: What happens to a treaty when its two versions do not agree?

Suggested answer 1: A gap in words can hide a gap in aims. The English text ceded sovereignty, the Maori text kept it, so one treaty held two deals.

Suggested answer 2: Later reading can repair the split. Tribunals now weigh the Maori meaning, so a flawed document still guides fairer talks.","""Treaty of Waitangi."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Treaty_of_Waitangi.","Claim card 1: A gap in words can hide a gap in aims. | Claim card 2: Later reading can repair the split. | Fact card: British officials and Maori chiefs signed the Treaty of Waitangi in 1840. | Materials: 2 Ink, 1 Cord",🖊️,Common,Interpretation,Perspectives,Global Politics,On finding: +12 Interpretation insight,pen,r66_059
"Nazi Yellow Star Badge, Germany, 1941",Truth Commission Hall: hidden. Hint: Folded inside the false lining of the grey coat on the rack.,Generated in-game (template: banner),From 1941 Nazi Germany forced Jews to wear a yellow star badge in public. The mark set them apart for abuse and later murder. The badge turned a private identity into a public target.,"KQ: Who bears guilt when a state marks a people for hate?

Suggested answer 1: Rulers who order the mark hold most blame. The state forced the badge, so it built the machine of cruelty.

Suggested answer 2: Bystanders share the weight. Neighbors saw the stars and looked away, so silence let the marking do its harm.","""Yellow badge."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Yellow_badge.","Claim card 1: Rulers who order the mark hold most blame. | Claim card 2: Bystanders share the weight. | Fact card: From 1941 Nazi Germany forced Jews to wear a yellow star badge in public. | Materials: 2 Cloth, 1 Charcoal",⭐,Rare,Responsibility,Ethics,History,Carried: +1 Vigor for trials,banner,r66_060
"The Doomsday Clock, since 1947",The Aggregate: first-win reward of the Rung Climb trial,Generated in-game (template: banner),"The Bulletin of the Atomic Scientists created the Doomsday Clock in 1947. Its hands show how near the world sits to human-made catastrophe. Experts move the time each year based on nuclear, climate, and other threats.","KQ: How close to disaster can a symbol truly measure?

Suggested answer 1: A clock face can focus fear. Scientists set the hands each year, so a single image warns of nuclear and climate risk.

Suggested answer 2: A metaphor is not a gauge. No formula sets the minutes, so the clock states a judgment dressed as a measure.","""Doomsday Clock."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Doomsday_Clock.","Claim card 1: A clock face can focus fear. | Claim card 2: A metaphor is not a gauge. | Fact card: The Bulletin of the Atomic Scientists created the Doomsday Clock in 1947. | Materials: 2 Cloth, 1 Cord",🕛,Rare,Certainty,Scope,Physics,Carried: trial bonus (time),banner,r66_061
"EJI Lynching Memorial Soil Jar, Montgomery, 2018","Truth Commission Hall: hidden. Hint: Third shelf of the memorial store room, behind the ledger.",Generated in-game (template: letter),"The Equal Justice Initiative opened a memorial in Montgomery, Alabama in 2018. Volunteers filled jars with soil from lynching sites across the American South. Each labeled jar names a victim and the place of the killing.","KQ: Who holds the duty to remember a crime the law ignored?

Suggested answer 1: Communities can carry the duty. Volunteers gathered soil where victims died, so ordinary hands kept the memory alive.

Suggested answer 2: A state that stays silent fails a duty. Courts named few killers, so the jars answer a debt the law left unpaid.","""National Memorial for Peace and Justice."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/National_Memorial_for_Peace_and_Justice.","Claim card 1: Communities can carry the duty. | Claim card 2: A state that stays silent fails a duty. | Fact card: The Equal Justice Initiative opened a memorial in Montgomery, Alabama in 2018. | Materials: 2 Paper, 1 Charcoal",🫙,Epic,Responsibility,Ethics,History,Carried: courier route to Harlem,letter,r66_062
"Tuol Sleng S-21 Prisoner Photograph, Cambodia, 1976",Truth Commission Hall: given by Curator Sokha after an exchange,Generated in-game (template: camera),The Khmer Rouge ran the S-21 prison in Phnom Penh from 1976. Staff photographed each prisoner on arrival before torture and death. The surviving mug shots now hang in a museum as evidence of the genocide.,"KQ: What truth can a forced photograph of a victim still hold?

Suggested answer 1: A face can defy erasure. Guards shot each prisoner for files, so the photos now prove the people the regime denied.

Suggested answer 2: A camera in cruel hands lies too. The pose served the jailers, so the image records their power as much as the victim.","""Tuol Sleng Genocide Museum."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Tuol_Sleng_Genocide_Museum.","Claim card 1: A face can defy erasure. | Claim card 2: A camera in cruel hands lies too. | Fact card: The Khmer Rouge ran the S-21 prison in Phnom Penh from 1976. | Materials: 2 Glass, 1 Charcoal",📸,Rare,Truth,Ethics,History,Carried: trial bonus (reveal),camera,r66_063
"The Emancipation Proclamation, United States, 1863",The Forum of Claims: in the open (Field Search or floor pickup),Generated in-game (template: scroll),"President Abraham Lincoln issued the Emancipation Proclamation on 1 January 1863. It declared enslaved people in the rebel states free. The order changed the Civil War's purpose, though full abolition came with the 13th Amendment in 1865.","KQ: Can an order free people it cannot yet reach?

Suggested answer 1: A decree can change the aim of a war. Lincoln declared the enslaved free in rebel states, so the Union fought now for freedom.

Suggested answer 2: Words need armies to bite. The order freed no one behind enemy lines at once, so true freedom came with troops and the later amendment.","""Emancipation Proclamation."" Wikipedia, Wikimedia Foundation, n.d., en.wikipedia.org/wiki/Emancipation_Proclamation.","Claim card 1: A decree can change the aim of a war. | Claim card 2: Words need armies to bite. | Fact card: President Abraham Lincoln issued the Emancipation Proclamation on 1 January 1863. | Materials: 2 Paper, 1 Resin",📜,Epic,Values,Ethics,History,Carried: Perspective Token (Values),scroll,r66_064
