Activity ID,Assessment,Category,Skill Focus,Activity Type,Activity Title,Activity Description,Time (min),IB Criterion,Style Preference,Text Type(s),Text / Work Focus,Difficulty,Location,Format,Session Use,Exam Proximity,Materials,Energy Level,Support Level,Helps With,Why It Helps,Success Criteria,If You Are Stuck
IO-0054,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,The Absence of Resolution,Kruger's texts rarely offer solutions or hope: they diagnose power but do not prescribe remedies. Write one analysis sentence about how the work's refusal to offer resolution shapes the viewer's experience.,2,A,"Reading, Writing, Linguistic, Solitary",Any,Barbara Kruger,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,"Builds your Kruger knowledge for the IO — direct address, found images, and consumer critique in three colours.",You can explain what the pronouns (you/I/we) are doing in one work.,Read the slogan aloud. Who is 'you'? Who is 'we'? Answering that is half the analysis.
IO-0055,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,Comparing Kruger and Banksy,"Write two comparative observations connecting Kruger and Banksy: one about their shared use of public and urban visual language, one about the differences in their modes of address (Kruger's direct, accusatory second-person vs.",5,A,"Reading, Writing, Linguistic, Solitary",Any,"Banksy, Barbara Kruger",Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,Comparative Linking,"Builds your Kruger knowledge for the IO — direct address, found images, and consumer critique in three colours.",You can explain what the pronouns (you/I/we) are doing in one work.,Read the slogan aloud. Who is 'you'? Who is 'we'? Answering that is half the analysis.
IO-0056,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,The Composite Structure,"Gallenkuş places two photographs, drawn from radically different social and economic contexts, in a single composite image. The line between them — the literal threshold between two worlds — is the work's central argument.",3,A,"Visual, Linguistic, Solitary",Any,Ugur Gallenkuş,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Structure & Planning,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0057,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,Mirror Without Reflection,"Some Gallenkuş works function like a mirror: a child from a wealthy country and a child from a conflict zone appear to be in the same space, doing the same action.",2,A,"Visual, Linguistic, Solitary",Any,Ugur Gallenkuş,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0058,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,Documentary Photograph Ethics,Gallenkuş's work raises the question of whether using documentary photographs of suffering people — without their explicit permission — is ethically justifiable when the purpose is artistic and political. Write one argument for and one against.,3,A,"Reading, Writing, Linguistic, Solitary",Any,Ugur Gallenkuş,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0059,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,What the Camera Does Not Show,Gallenkuş's work often includes only fragments of the original photographs. What is cropped out?,2,A,"Visual, Linguistic, Solitary",Any,Ugur Gallenkuş,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0060,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,Gallenkuş and the IO Global Issue,"Write a thesis sentence for any Gallenkuş work linking it to a global issue. Which issue does the work most directly address: power and privilege, the impact of human activity, identity, or the unequal distribution of safety?",5,A,"Reading, Writing, Linguistic, Solitary",Any,Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,Getting Started,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0061,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,Comparing to The Best We Could Do,"Write two comparative observations connecting Gallenkuş and The Best We Could Do: one about the treatment of refugee or displaced experience, one about the role of the personal (individual child, individual family) in making a political argument abou…",5,A,"Reading, Writing, Linguistic, Solitary",Any,"Thi Bui, Ugur Gallenkuş",Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,Comparative Linking,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0062,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,The Digital Medium,Gallenkuş creates his work digitally rather than by physically altering photographs in a darkroom. What does the digital medium allow him to do that analogue manipulation could not?,2,A,"Visual, Linguistic, Solitary",Any,Ugur Gallenkuş,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0063,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,Scale of Disparity,"In any Gallenkuş composite, identify what specifically marks the disparity between the two worlds placed together: difference in the quality of light, the state of the physical environment, the clothing, the posture of figures, the presence or absenc…",3,A,"Visual, Linguistic, Solitary",Any,Ugur Gallenkuş,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0064,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,IO Linking All Three Non-Literary Texts,"Write one paragraph connecting Banksy, Kruger, and Gallenkuş around a single shared theme. You will only use two of the three in your actual IO, but this exercise helps you see what distinguishes each artist's approach.",5,A,"Reading, Writing, Linguistic, Solitary",Any,"Banksy, Barbara Kruger, Ugur Gallenkuş",Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,Structure & Planning,Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
IO-0065,Individual Oral,Strategic Reading,Close Reading & Interpretation,Skill Drill,Gallenkuş vs. Banksy: Public vs. Digital,"Banksy's work is site-specific, physical, and transient. Gallenkuş's work is digital, global, and infinitely reproducible.",3,A,"Visual, Linguistic, Solitary",Any,"Banksy, Ugur Gallenkuş",Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Comparative Linking",Builds your Gallenkuş knowledge for the IO — split-frame juxtapositions that make global inequality impossible to unsee.,You can explain how the two halves of one composite speak to each other.,Cover one half of the image. React to the visible half. Then reveal — the jolt you feel IS the technique.
